s0019	b0694	s0060	b0499	s0170	b0339	s0050	s0103	s1551	b0241	s0200	s0033	s0047	s0040	b0671	s0154	b0370	s0080	b0668	s0100	s0035	b0679	s0037	b0627	s0106	b0421	b0334	b0165	s0168	s0181	b0551	s0059	b0428	s0205	s0107	s0077	b0341	b0374	s0046	s0176	s0190	b0542	s0177	b0326	b0354	b0502	b0252	b0243	s0025	b0404	s0086	b0566	s0026	b0521	s0146	b0434	s0104	b0772	b0626	b0565	s0162	s0350	b0629	b0251	s0006	s0067	b0556	b0336	s0132	s0141	s0183	s0001	b0383	b0427	s0109	s0204	s0055	b0340	s0018	s0088	b0318	b0512	b0664	s0116	b0672	b0519	b0574	s0042	s0004	b0504	s0138	s0071	b0515	s1511	b0494	s0229	s1616	s0175	b0387	s0087	b0344	b0394	b0338	b0382	s0084	b0433	b0305	b0554	s0201	b0359	s0195	b0244	s0210	b0327	s0013	s0101	b0667	s0136
BIRC5	0.0229686519301582	-0.329991654694398	-0.580752789523277	-0.129320762250417	-0.735278674392275	-0.627283106655068	-0.0197755799912691	-0.111454125627174	-1.70330192551193	-0.510249516922326	-0.798042250678235	-0.902511398341187	-1.19501160972591	-1.03326535881414	-0.287884021171173	-0.184361394810812	-0.401416319713801	-0.419793910314547	0.225867638767848	-0.603335280070048	-1.80138833660343	-1.50752278918045	-0.595670970407476	-0.577929978204931	-0.0953632634831295	-0.505290750452115	-0.631018934097152	0.0111915815634081	-0.299769983369195	-0.946419935227748	-0.232282176864993	-0.372375705943158	-0.689418460837539	-0.435373818481088	-0.6346039882344	-0.353562548017325	-0.26204315198097	-0.360313841556159	0.0184705816691731	-1.35368376047794	-0.0333284248372168	-0.129856845112061	-0.39344208714684	0.814042677233596	0.0948791420429259	-0.571245695023803	-0.577410647932713	-0.0720939167698775	-0.971163509810522	-1.51893130257982	-0.987061717176164	-1.29398590805701	-1.59330442333827	-1.74828262812178	-1.64566464159044	-1.03094512517859	-0.303572821168985	-2.08835181718273	-0.81051455350618	-1.70908994515875	-2.19119596367132	0.218890185271759	1.08598746139214	-0.0277665651476562	1.6790542559704	0.418991489675243	-1.32397304313024	0.272674373625175	0.868337819564519	1.31651146819395	1.06981283630097	1.49504381371096	1.04410598782617	1.66076042831678	1.8378352985537	1.5685876812928	0.951413910529974	1.00680634746832	0.529148141448453	1.00105183300036	0.131600818065567	0.0952476990103066	0.45995157082276	0.451148085079193	0.121574393293875	0.0967219268798287	0.288966266842337	-0.648156833080347	-0.0446866804683074	0.541385908024429	0.907723157305955	0.55332212799073	-0.357306751754122	-0.181186779114512	1.39977183764309	1.19648754124859	1.10308347890177	0.216067373953412	1.21695082923293	-0.150563045643076	-0.779497134183224	-0.669575018661983	-0.766262588536378	0.254891499949065	0.390017886262306	0.0210169752619843	0.33177750912147	0.770787491334665	0.922348167875191	1.84520643790131	1.80009171457605	2.21694639727284	2.19567060870133	1.98567690024157	1.70621857972528	1.66911159414584	1.46303799161184	1.28024211208582
PRC1	0.00617871602525726	-0.339907824542173	0.311343665004899	-0.967250275106126	-0.806948126208594	-0.551558613398093	-0.589224039003481	-0.0783535480458935	-0.609794593201276	-0.633978028194148	-1.46411742303267	-0.811164678225128	-0.668497046221037	-1.00246442969106	0.243165403115011	0.0322006042834717	0.340210125230884	-0.0417948530131744	0.240576934089676	0.223097908268429	-1.93852068429412	-1.38845729661019	-1.05868817208939	-1.07595682763649	-0.431876220477621	-0.959658652169634	0.143577944642095	-0.6376183485902	-0.233926939042019	0.206478656611074	-0.0410722768541587	-0.307602267660621	-0.275991847337109	0.117656668254122	-0.0685941966323563	-0.255860326754919	0.481963103869132	0.0899975504710504	0.00677324071305503	-0.455821845595374	-0.0694265311952722	-0.171968320039858	-0.166809675056507	1.03870346112371	0.419748381924535	0.751209615172144	-2.80991094593213	-1.87265649541981	-0.500008749699218	-1.62602936185408	-1.5008499022049	-1.29980909239275	-1.21996900008837	-1.4214762831171	-0.931523914636323	-1.26815293940094	-1.26189671037858	-1.77058117979181	-1.09376512866944	-2.18785519182274	-2.47757164545331	0.509924057262932	1.33905733339903	0.452392360551449	0.384534227339605	0.454505209826544	0.818509809830826	0.0217369697782348	0.378543247793337	1.3529875041608	1.13904093535662	0.204631056812072	1.46912104202181	1.46714539075159	2.44597083674144	1.32503569730066	0.00805375542523296	0.2590071994114	0.271464778254173	2.57447963464229	1.26251913974534	0.33315814778024	1.00265697197587	1.43191294309934	0.233177388360012	0.152459228824424	-0.818353853680649	0.0920646670778538	-0.695159191835342	0.54932732426342	0.753670032726261	0.617990352437206	-0.493011651450524	-0.538131501987527	0.881876995016383	1.07941468243736	1.14079706981904	0.384689718411797	-0.0385569800980932	0.267120174766422	-0.366313867214041	-0.697107403504587	-0.380262331043137	0.160059998294574	0.28540409554961	0.516537001097972	0.272836758302936	-0.485923087865246	1.04805121852262	1.73757180489654	1.44022714219485	1.21502119045714	1.81165872752977	0.831488741092128	1.70301620073501	0.837626065176931	1.20055137420952	1.0858721352002
KRT15	-1.06951574097705	-0.919700819501433	0.182651423446627	-0.608396764395211	-0.241465311634179	2.21818650354218	-0.862078932562176	-1.03846223741645	-0.643697240163492	-0.922563556608713	0.00212037470728349	-0.111416672022349	-0.743153787914855	-0.484113290326984	-0.835421243693171	-0.0844464139371239	-0.874899231843306	-1.44534797427614	-0.187698445028297	-0.65481081229574	-0.677345564360326	0.0870449346125064	0.199391241470827	-0.430306732392057	0.123089622800357	-0.0896608622902459	-0.426064721600507	0.858113499696949	-0.272747040336781	0.17822087884212	0.599648526380212	-0.584080863939786	-1.082291387513	-0.458065855642027	0.00463581268543078	2.24438278071105	2.0085666720299	2.04066703439403	-0.756534727218728	-0.394048703310596	-0.93344394218283	-1.13760125453546	-0.119211056763315	-0.318878287517874	-0.689813603096193	-0.487283635234353	-0.614201621267858	-0.285745950598608	-0.0434403096188052	-1.03204712635975	-0.966943423895751	-0.469948447274498	-0.55052680664943	-1.27953744719589	1.997998855672	0.796889624646973	1.03647640958728	1.20278307828057	-0.890870030367283	-1.02339441662822	1.38695084504355	-0.709475695221238	-0.0126596839453812	-0.803643373377523	-1.17849820769891	-0.193012121704028	-1.01250906963797	-0.233407971838299	-0.773626805788191	-1.18085488036088	-0.203227677516662	-0.191379815797104	-0.776320854747035	-0.85014176535227	-1.1179193167459	0.817181816620587	-0.443509060715233	-0.6566118063511	0.300574362035593	-1.16274571148468	-0.727917278978188	-0.995684907539552	0.0592957341947982	-0.88458887754611	-0.235685261842184	-0.241916800502052	-0.599525752353934	-0.517915418423864	-0.0401161608113914	-0.370521668019916	0.120985982361039	-0.185604727421239	1.78952014986973	2.48114155845699	-0.8248087745901	-0.683487797529846	-0.342946117166775	-0.178316407125581	-0.281384865819926	1.27591435204367	0.72044908632485	2.33815354557689	2.14594828468256	-0.599644826341065	0.709573662166864	1.06827908698358	1.31059465079564	1.75171415895556	2.07519849066208	2.30967501698801	0.84392384956381	0.611997491128948	0.843824621241201	1.54626191699288	2.38751963607505	0.483199128381995	0.982148902958653	0.809938149070103
KRT17	-0.931889054314795	-0.00484739372461986	-0.190912922539515	-0.874676138672984	-0.539679323202551	-1.20109259406922	-1.40299919206522	-1.12675576129403	-0.404018152250001	-1.22201247932365	-0.1947246633813	0.328682558718423	-0.0364611836303549	-0.793930323710024	-1.49521177499498	-1.16148729232967	-0.48673555730354	-1.46659480202693	-0.209146187697188	-0.708452692529675	-0.808909150824849	0.596929220082218	0.597423431998257	-0.166843750713728	0.486273069051784	0.0912295057826811	0.856921490933457	0.757789941179153	1.42943445022253	0.962398931992639	1.55714091235629	-0.0761611216942508	0.191780600402202	0.862494518922827	0.155845085017918	0.242857927682131	-0.480910165782577	0.820334036425889	0.376820902369996	-0.537923293628542	-1.16216551932083	-0.143826093602917	-1.14897952479504	-0.369170954595717	-0.594747148825812	-0.479769272316828	-0.250964927911759	-0.262205620214846	-0.408434514052898	-0.438954728655058	-0.560336329778242	-1.01133624860476	-0.391373687802422	-1.30886233720705	-0.92824029825383	1.26801116875308	0.762232590849924	1.01908083270339	-1.25361049650866	0.0881538252413778	0.481804131513139	-1.39494984692208	-1.25438861739775	-0.346258448956403	-1.17776999769106	-0.35471788483838	-0.932956341750495	-0.862730931510863	-1.38686895633749	-0.25368309344997	-0.931783902843297	-1.41437132370768	-1.34420374677737	-0.208515278868203	-0.65908407666158	-0.862999067763182	-0.894349978990174	-0.13622889978722	-0.121749542162009	-0.669457269324813	0.150245769160674	-0.727353669531357	0.800449893165704	-0.946526139147252	-0.261774499181706	0.366610694487585	-0.376021572963782	0.036245801336618	-0.318298672685208	0.321973894836879	0.238536202203583	0.968913065651911	1.29385214287361	-1.13052544154722	-1.25691751028726	0.976499744320458	-0.687443428524467	-0.303740451456373	1.21351641864949	1.91455076397643	2.05923918875704	1.54105273721717	2.34251725297141	1.64457436090649	0.766612149637797	1.66455314049103	2.03163692748893	1.84662291338902	2.16297111538936	2.81496281440985	1.06184593616144	1.57091575512247	0.834182485222115	-0.0181175094276093	0.996189357358373	0.309518703037996	1.22953624533214	1.37717416888825
KRT5	-0.906264480379324	-0.452662059235537	-0.240886627331329	-1.04632032626625	-0.755821938690994	-0.926529795700583	-1.03720959476284	-0.820982721800887	-0.279575481453196	-1.18950546016004	-0.203906757065613	0.121654667531293	-0.0629675512800723	-0.882742857980803	-1.26164651854726	-1.02986558305668	-0.603433695788058	-1.02147655081685	-0.472269184828413	-0.353893184819362	-0.804493337026666	0.00634444599391954	0.553317431062322	-0.0391514755820119	0.308390021786413	0.585493671029665	0.36290429736001	0.155164607737728	1.25240152651644	0.4397161933811	0.916337934235958	-0.0416052530781756	-0.328044803995067	0.694551090147401	0.156388609688755	-0.124999046383093	-0.662664997748398	1.32785662792201	-0.016432382764589	-0.240009041026818	-0.939762873397542	-0.909289843692241	-0.614022467383269	-0.110749816123017	-0.549306251019739	-0.775648460859998	-0.510525019392134	0.162243034114897	-0.177163469154481	-0.758148697116768	-0.474572848877752	-0.908441125358274	-0.431028402110535	-0.931991615727338	-0.859059574947241	1.05958080407084	0.839964831367123	1.69729736774443	-1.08649299407403	0.0592478888112115	1.11787101019147	-1.06602560295897	-1.04864708469202	-0.337900329138483	-0.893868573828116	-0.421271028066966	-0.756618694677983	-1.08160275986403	-1.29880537023034	-0.697167996141516	-1.09043635885022	-1.20560801412898	-1.23530738222373	-0.534352642278411	-0.79606388962808	-0.867113738728767	-0.638750770950491	-0.480866066456149	-0.366791394058021	-0.666764249565519	-1.05372784750761	-0.730701030724385	0.209846317540474	-1.00911528583029	-0.0419112535659322	0.579650793791741	0.27018614956967	-0.327929332112895	0.0331339226579198	0.441650347407488	-0.987897327481112	0.954403240194095	1.60481593731255	-1.22046924536457	1.12359264195312	0.95986506022085	1.06637632433668	1.54311931066782	-0.170668175782283	2.03032404952378	1.44030314678151	1.57979895403989	2.21028697788949	2.27477802408279	1.76208286723727	0.693459880860872	1.96629489085918	1.47650358184256	2.0687761862872	2.610454785558	1.576456043051	-0.276475061416867	2.67569639898541	0.313436143037347	2.2567066745228	-0.424065447615538	-0.0143712096678114	0.0441326194348423
MID1	-0.940190733170414	-0.305599757728863	-0.983546199008418	-0.428967523054525	-1.07332024655808	-0.862622738268806	-1.16419268414325	-0.936810476511857	-0.97431817568197	-0.59764774491525	-1.1073548673765	-0.874720498941534	-0.722724976422927	-0.867348909477909	-1.55144478792806	0.103457708803018	-0.998614253861662	-0.684815049915869	-0.947964549970983	-0.695922712528425	-0.573019055668469	0.218688105696641	-0.212592421201447	-1.2049568777144	-0.748103974355932	-1.22754348971208	-0.810387330453633	-0.875323839946951	-0.124481428987226	0.302049721278473	1.94924028233775	0.638288569541135	-0.888581871783943	-0.412584494215114	-0.383693742224937	-1.00702235223203	-0.82814721440797	-0.679323099738353	0.290485685341307	0.10525226153708	-0.269066686336732	0.51380694389778	-0.474713147490913	-0.945512510243839	-0.325471335202161	-1.51905001702181	-0.24842932989502	-0.00963778914835813	-0.183964664008502	-0.75570761805241	-0.248452535318305	-0.690755638276902	-0.841745592453146	-0.368617952230598	-0.979918417834819	0.337554018904957	0.123367961981791	0.815848733379029	-0.61116103640838	-0.766374377622546	-0.143301027271591	-0.555963069553786	-0.917062661296081	-0.884783917506252	-0.593872996060844	-0.864788577775433	-0.502830385371582	-0.0384511897275852	-0.82977159403794	-0.955622339655127	2.20876973636036	-1.32171883254485	-0.389371335788736	0.516754032655011	-0.933786036343675	-0.824140411320711	2.09241000886685	1.63099337226227	0.943687410257655	0.49130541845215	-1.09175308778769	-1.06762718271209	0.882386417079031	1.39423617362362	-0.181033045533462	-0.46866426715455	0.588095238975067	1.14571382537933	1.07950875274642	-0.47446562297587	-0.860804980111459	0.165362042987059	0.323035159069465	0.921727344688682	0.384908552689125	0.470652591728248	0.464487684275457	0.248754599133272	1.32656915932374	1.03382500943879	1.27448071918937	1.18450555797123	1.66055708152773	0.631195445156933	1.19743871388223	2.30762483955566	0.818030043167845	0.533160266917706	2.55376476434266	1.56795970747835	1.15158479747051	2.18273325143427	2.0935857503133	1.18637746211624	1.87673880485343	1.75217209265802	1.4865164068881	0.662631058567398
PKP1	-0.818341558761476	-0.391772756131311	-0.966390337480054	-0.836281827286712	-0.761724670896661	-0.387442607072777	-0.617605521341151	-0.583886280330366	-0.673648078789825	-0.921494324292005	-0.410408266739245	-0.818606053032067	-0.949870781036849	-0.766009478080237	-0.935973496362077	-0.957986976654416	-0.982456475173673	-0.871436894337849	-0.693870555021305	-0.867922899028567	-0.509971467168894	0.467614470894127	1.07137932086201	-0.15529976426455	-0.271261609470847	0.173171891892956	-0.480257425112773	0.489552381394868	-0.399125696853744	-0.216942043270595	-0.0146417111642034	-0.345350233152994	0.303726263856722	-0.487829518230839	0.451691915804543	-0.389490548425068	-0.857947686537703	0.0323778131677342	-0.952470381867802	-0.369366312922666	0.804247664544158	-0.301640665693025	-0.635220839762519	-0.788370579413925	-0.491849831143823	-0.624943348105264	1.02908290850491	0.76049275520923	-0.614015956240272	-0.827568630315525	-0.603065893437801	-0.812386659183597	-0.114786798989153	-0.729176761655636	-0.321288811508364	-0.00926869898162426	2.2297357574053	0.456097634654674	-0.549675835674198	-0.740890079353242	-0.484557346254669	-0.999096943283433	-0.57276996398638	-0.399125696853744	0.554958036022467	-0.60101039510635	-0.884064606513784	0.0950856262353039	-0.738207351751533	1.21356388375262	-0.459966936068857	-1.23571351775423	-0.766923872558566	-0.901800836601707	2.91149618928092	1.36917719861011	0.935716430986254	0.00455301590155086	-0.45985358138146	-0.592198957406086	0.457850853819735	-0.663499055778287	-0.620409160609417	-0.855098705394479	-0.667194418587402	-0.41737580152453	-0.905715351806456	-0.792821640139015	-0.4913661844776	1.44037149927407	1.01831421320227	-0.818628723969546	-0.702651764804929	-0.879386836413902	0.35194734787506	-0.468544107415168	0.537486300205135	-0.673935243997895	1.23796536945944	0.638651580216651	0.0947380051939553	-0.0452021348862151	1.09639292188077	1.31080709158023	1.45983827758958	1.98823737439731	1.40388640389082	-0.12113466148334	2.31928596044829	1.48055195746644	0.00587548725450596	1.70486576986517	3.78931488847698	1.25932139256488	2.3167694863881	2.43876935794303	1.28540808462433	2.05511663996106
DMD	-0.656361103786748	-0.514194368035605	-0.763645672151573	-0.752034329654221	-0.882281627584702	-1.19804082206489	-1.1426029198263	-0.521290188450653	-0.509804009678398	-0.27103013411099	-0.556769290525891	-0.0358282386982392	-0.424731188528655	-0.592017321108644	0.160004851182449	-1.03573235455217	-0.521232420577532	0.201925071110695	-0.264396456680911	0.327916802387917	-0.573483461815609	-0.0464478993736767	0.125373011246321	-0.779040810338358	-0.324773512071364	-0.36418082951884	-0.457562596419174	-0.522503313786197	0.164712932841823	-0.610233457099512	0.527552943915748	-0.637548033106961	-0.546274793575549	-0.472187496297677	0.380552962780135	-0.414862510203793	-0.124367132235251	0.0117339768381713	-0.477290325090046	-0.634072332740839	-1.05254280563043	-1.01273111307111	-0.735483834005013	-0.232113843585044	-0.566551317041072	-0.768430777641773	0.363261112759206	0.100956456873783	-0.455781420331272	-0.429612573807393	-0.330078528419656	-0.619177849454437	-0.464340693532055	-0.442379273767166	-0.234472698404158	0.170720791646422	1.12179179875528	2.03942483530585	1.08789168521202	-0.378940521101293	0.665926255998602	-0.31951663561734	-0.991482163741376	-0.636874074587215	-0.718586731117078	-1.15946151079882	-0.437536400403843	-0.747220340227459	-0.778886762676701	-0.736003744863103	-1.27757755537386	-0.527837214071049	-0.194208490838718	-1.12045856846319	1.27806352352684	-0.924606222624795	-0.667847282559003	-0.690992943722876	-0.229004006415355	-0.348130988770014	-0.814982055398565	-0.342306061563632	-0.436698766243586	0.0275334901368055	-0.919070134784018	0.0847718244210088	-0.19011659982597	0.208212141302047	0.432226325287002	-0.402769768763766	0.191603877779716	1.13280620656371	0.0077961334870801	1.19257669928639	0.253155546590299	0.489002516586235	1.60163100885724	1.35717662576625	1.88848701081915	-0.542654673526624	0.129426390343656	3.07872664062841	2.59661522751702	0.76887823387934	0.0243658850939962	0.25099887932711	1.23231136801489	1.51896518242087	0.0528165626061607	0.300842925851805	-0.71067253249948	-0.243224531182011	4.14452464375586	2.7431049257734	3.1713092852839	1.69976899731121	2.67437078473808	0.476370608330411
LCK	-0.131229282775643	-0.933036438475376	-0.512163098969483	-0.506698736327286	-1.26628127161005	-0.785868959315133	-0.896881324993208	-0.736093583247126	-0.766025645720247	1.05553996306573	-0.393356113522457	-0.788650816660251	-1.27625260443151	-1.04967574287426	-1.24458639711987	-0.617241437778264	-0.848822029754982	-0.400888805164758	-1.15090644782258	-0.828247123806348	-0.471076511102787	0.151481485924171	-0.533370245223825	0.172128647907743	-0.518928070240565	-0.94799343770757	0.333349925863453	0.453096239764675	-0.693607034703504	-1.13832486573898	-1.04217014724506	-0.777017595035211	-0.599195493052464	-0.897901941486709	-0.334476477052246	-0.645466451425972	-0.892383386818308	-0.835328215230285	-0.130868002600953	0.230547652155224	1.05365227415297	-0.475348649168504	0.648882998433915	0.485963703657158	0.861369933178231	1.43007008816318	1.22134046723564	2.36076394618381	1.01439918317283	-0.805540664827039	-0.806407737246297	-1.08975977825619	-0.902372783648506	-0.459100073311791	-0.807726409883918	1.79684172150914	-0.604045679397687	0.0734991602171909	-0.0976934505599819	-0.965352950101456	-0.483658093186389	-0.842662202776505	-0.666845205763292	-1.09810535029154	-1.03199107832315	-0.773820265489199	-0.350481188791042	-1.07964393336485	-0.776719538891091	-1.17638573214264	1.19770371180651	0.747395070067692	0.471657008739408	0.0695160462912263	-0.109814400420854	-0.0977747385992874	-0.585548134453525	0.898157286966108	0.485376623373286	-0.95903054704437	-0.68126028473345	-0.438245175227773	-0.751574438732621	-0.16259743394316	0.544933660171043	1.05585608321858	3.42514953284872	1.64265637495553	2.25661590382485	1.97450124741328	3.00773545101548	1.712338288649	1.33551403444226	-0.54026166455605	0.990771459748061	0.498364645653415	-0.0786359213450494	0.885846665013523	-0.255049030646502	-0.852696759628538	0.559592603259117	1.82057782898632	0.116464404992278	1.10790752438714	1.46064342294638	-0.29887231583648	1.20444158706449	1.35764244514207	-0.450230645023135	-0.422917863816521	0.542648563066124	0.881375822851726	-0.285929453578187	1.93670230913627	0.397775213015166	-0.394123833893674	-0.380512603312204	0.700961535615574
CORO1A	-0.335091723023275	-0.816595630778398	-1.14794248525521	-0.212789260260323	-1.42828209020438	-1.28690197573179	-0.461730411505716	0.263333548107964	-0.397862508589138	0.762086578654873	0.573991903971313	-0.456323190277196	-0.934727306152524	-0.861438125668702	-0.140222784063082	-0.119482041766247	-0.764116850835902	-0.410270383388883	-1.58712030220223	-0.437463220581585	-0.563840690647189	0.251300086372353	-1.02860049788308	1.00045709129894	-0.447258911212962	-0.538667942544691	-0.0357789537312017	0.308811674479236	-1.12862973697042	-1.43802553715239	-0.826574174301562	0.315150574727808	-1.07331238356496	-0.389756030386639	0.0378149815722628	-0.476672104948776	-0.0985410320165037	-0.66977346595504	-0.0757279569460967	-0.136356751493899	0.803898939909869	-0.469410232960716	0.57191086391718	0.460483794575197	0.607236301154066	1.46058462527626	-0.135903972904716	1.51993344958156	1.48499983996993	-0.681049394281825	-1.33273710060607	-1.33130910659403	-0.513112074097499	-0.0520876902223739	-1.04873173054063	1.00110143006047	-0.583214389895913	-0.0178854921778864	0.538126615339631	-0.828385288658296	-0.0438070664086502	-0.91677289363528	-1.70947500864855	-2.48203718372371	-1.89532320494731	-0.99146394628946	0.282071615875718	-0.828576848830643	-1.26756310560531	-0.0316429954646199	0.926027257061596	0.401413603247854	0.547478234662385	0.242897560630771	-0.147771996309664	-0.487695522139286	0.0601491562118028	0.417191195624791	0.467449619024176	-1.18685532208332	-0.573218431811628	0.264596103789341	-1.40154203160086	-0.719735841815344	0.988623897016235	0.687404233281255	3.1498667123982	1.81747864091971	1.96863703146255	1.90881801400694	2.82456271063087	1.32651862647509	1.5326112500787	-0.441102863856177	0.391374108760762	0.235957858023476	-0.692630077428253	0.553808427630395	0.160091322493531	1.9355493653299	1.25335134791913	1.83428369240287	-0.582535222012138	1.04284413307098	1.36516153760581	-0.308456151786491	1.01754948304062	0.960238162386646	-0.301211694359552	-0.395555079240415	0.838153381637725	0.673237487808143	-0.347107770197764	1.43367912834208	-0.707754623763099	-0.969173308052726	0.698288333982784	0.980125591188481
CSTA	-0.295715973344846	-1.13285841566637	-1.13918067375654	-0.734358198785027	-1.1823724604352	0.418928078857701	0.225165096567696	-0.597124369555685	-1.1174115678668	-0.514279281156868	-0.609255434247298	-0.691160225943858	-1.45364805903622	-0.99744950437891	-0.992073729153509	-0.709471266987802	-0.943091694360959	-0.319495582051914	-1.07664475689397	-0.786748809123258	-0.92257837946173	-0.49915411380807	-0.772966039040181	-0.10304794181997	-0.299044128777834	2.4952145483655	1.13785914168303	2.2443656583885	-1.18443245255264	-1.5403533128443	-1.12258938589173	-1.27281415640225	-0.976076312890117	-0.361660465753104	-0.28394989224161	-0.8563122066027	-1.09144205762948	0.822018428325061	0.140260016051435	0.457653456200636	-0.164581700355142	0.560919067060959	1.43243182831497	0.228635533738525	0.785278809149391	0.454702656681054	-0.322316472158684	0.682650373028097	0.0973899098235529	-0.866432768476988	-1.24255144937962	-1.10112340196521	1.03747628255463	-0.22068400820228	-0.920054425155672	-0.0210503576856869	0.667296317666249	1.82902670714174	3.18608517802349	-1.13214700697716	-0.176669461909151	1.50363455886085	-0.599642137699227	-1.86369784133279	1.18610502313632	1.58863243181483	-0.863791277083149	-0.647003397912888	-1.06432192116439	-1.35442819846061	0.13181590421867	0.133467609610134	-0.635781699110957	0.637707902357742	-0.254726460521477	-1.03921228751663	-1.2167489655302	-0.19639094800648	-0.115438825337206	-1.36096078607629	-0.308546074400637	-0.184872313403837	-0.0789157218495557	1.86558692760448	0.264317319124156	2.21126968893407	0.834062886741466	0.846119717482901	0.456137846384498	0.687624047690033	1.66911440613297	0.549487038733523	1.48464303994027	-0.588408066572267	0.129353811537762	1.15607739028926	0.309327837582175	-0.188837643575853	-0.513802946643225	0.00295195287191542	0.393298807558694	0.772479638906175	1.21959690699169	0.32153932238648	1.25229077588266	0.602663291711139	-0.0362992482847823	0.505478678602909	-0.620353409798932	0.981837936896105	0.0344580785600253	-0.0934284591093843	1.52380144865924	1.48154995868285	1.88198025826882	-0.681812934383926	0.34603652594527	-0.614012593221214
PPP4R2	-0.389970578907998	0.0929194606778445	0.712889711805807	1.42213518346694	0.746677687793508	-1.25935851113517	-1.81524544773226	0.0293085427858047	0.417781208261622	1.41155659643985	-1.69716177643717	-0.906393035644136	-1.81073831914531	-0.380460692473688	-1.79871156537293	0.547566376626935	0.492210783603768	1.17291885175477	0.261805131165985	1.56969330734263	0.873310963830837	1.33437782754381	1.20254818847926	1.49355226221059	0.812139471204927	0.160170155951093	-0.176966160035276	0.779242079044545	0.154214860618858	-0.447494549945503	-0.0837723706619135	1.52187282791928	1.58831812564435	1.64889331431632	0.804929614307255	1.27238544895533	-0.463362430486139	0.707739814021755	1.48883604002941	0.0659696196425024	-0.941203246981453	-0.35132698500962	0.0582486450700201	-1.47560775282221	0.565865938226508	-0.851285257251179	-0.41059340266579	-0.275565406030095	0.534920086279029	0.968254944030058	0.737369150746243	1.34510355450759	1.43993911580609	1.35986401341947	1.81291562268659	0.344675892349661	-0.839018433055782	1.9385266633743	0.560754761478426	-0.558376108550107	0.714136529164051	0.100028642881994	-0.38532405459156	-0.657873682579438	0.118235273995238	0.936364298804904	0.102088601995615	0.731080854504664	0.629941508550191	-0.334382659669009	-2.20927070976622	-1.23238543747825	-1.65584643105685	-1.75694705597535	-1.72013109497477	-1.52590637854765	-0.708551774457391	-0.620531115489663	-0.965063149346363	-0.890672295040187	0.502324718199215	-0.0104502169485181	1.22150600769033	0.127226298547547	-1.01877697044439	-0.458173811666117	-1.3047163326708	-0.592682946419809	0.552832437518899	-1.60702694890547	-1.2424916278665	-0.322425603761374	0.134048945085516	1.39577390217834	-1.64795508392609	-0.131546384842092	0.0324294582850125	0.474391362850228	0.3467126188417	-1.97135317635019	0.310492961795063	0.012317752202029	1.03909895144135	0.758603766872365	-0.526911394720626	-0.780278621488808	-0.431525994711344	0.30787541976347	0.179646837044163	-0.114842129924497	-1.84485155183516	0.775517115384201	0.298450719608295	0.0154928771515953	-0.928309142003336	-0.307076585102741	-0.980125632338816	-0.452001678532448
SORBS1	-1.05416585490099	-0.521564090591656	-0.44240019110588	-0.0800959658187005	0.0702921926300742	-1.43538054720337	-1.24655143941222	1.30727440796062	0.849410322715469	1.03426099892146	0.164482852107439	-0.240301033373728	-0.171754896105505	-0.475700180153144	-1.28900526563488	1.37338354059984	0.403102633979607	1.88994240871185	0.819572085826726	1.36493583197419	0.575062158490806	0.00885900880199584	-0.535574714377509	-0.880449620339201	0.520853875311979	1.12044312728583	-0.170738759899771	-0.260330972479995	0.672482064384702	-0.0673942632470133	-0.288550280498584	-0.604852814166813	-0.113232339714193	0.990162409857316	2.02864500079467	0.967135730076509	-0.183517964385454	1.14223838776646	-1.09265847218604	-1.1821215149096	-1.73790496282774	-0.100608139056503	-0.0547356172942137	-0.287413585759966	0.409483624898672	-0.727426396814537	-1.55694660496914	-0.585468724343852	0.763417643474203	0.748614777900827	1.01386938421654	-0.127294631442712	1.07110024204124	1.0832766538625	0.24559291076691	0.602110326475666	0.770883661189222	1.63023349490879	3.3582850599702	-0.856716812008645	0.515067065733556	1.0494944306837	-1.02936524242204	-1.09853139500223	-0.985326932624338	-0.0817493399839643	2.27201823339197	-0.7884462371013	-0.843395094124985	-0.916289949900802	-1.00673468353499	-1.04297113399035	0.205920542124359	-1.37000337708524	-0.50242972915824	-0.951656656654645	-1.07618500979984	-1.14578172856891	0.148414121938783	0.514834559991566	0.487984452453587	0.83844810754682	0.721618277858631	-0.763740349183896	-0.0611510535083874	0.239900825750039	-1.19946472099731	-1.03124251100551	-0.0976372323532946	-1.54089509744804	-0.861823327008652	-0.359455920481819	-1.13438894721139	0.0229213005305144	-1.67467201233018	-0.497090708416242	-1.39601818621681	-0.380545052412708	-0.269381473770058	-1.97335577754982	-1.32619757302953	0.756890260050923	1.82881062121598	-0.605248935060574	-0.811980984984975	1.57073785893063	1.54069295027123	1.42481897752234	0.709958545464012	1.30072980188979	0.191005729341877	0.640430717285163	-1.2109866722115	0.102998000336696	0.154433437259196	0.562472403128226	0.818237330641227	0.786754330910998
